EarthquakeID,StationID,Total_R
1,1,-0.1774736314417964
1,2,-0.17266788310245462
1,3,-0.07083724836227558
1,4,0.11129304147641411
1,5,-0.08481661381525907
1,6,0.1270734952416311
1,7,-0.10647821525144985
1,8,-0.05664401703474642
1,9,-0.11287463398997705
1,10,-0.0353018175979421
1,11,-0.15978944944715456
1,12,0.13835799328953102
1,13,-0.027255782676052248
1,14,0.13150341148270472
1,15,-0.1431100822794834
1,16,0.14910601535315604
1,17,-0.014802512430167614
1,18,0.02024083863529491
1,19,0.015887013161476837
1,20,-0.11964403783119021
1,21,0.008876268687989186
1,22,0.05312670739419534
1,23,-0.02778912784299381
1,24,0.16862071015268265
1,25,-0.08030046508040267
1,26,-0.017597406912509772
1,27,0.07028055859129756
1,28,0.018562776856656527
1,29,0.20775359881334513
1,30,0.06509851982145165
1,31,0.08147837143518843
1,32,0.055358647239255765
1,33,0.09977879945106838
1,34,0.09650359942376396
1,35,-0.04040471158944958
1,36,0.1427690346658157
1,37,0.01472983506868046
1,38,0.07423052551489961
1,39,0.0001278588456530283
1,40,-0.1280222869306742
1,41,-0.08622452260940777
1,42,0.10653381121703667
1,43,-0.11058878604725764
1,44,0.050587531419784795
1,45,-0.06334543663440084
1,46,0.04024070868185669
1,47,0.12813064816558634
1,48,0.06580603230871601
1,49,-0.18355660778595909
1,50,0.03748815365378888
1,51,0.12918209797817704
1,52,0.017141662896460685
1,53,-0.0707942509870271
1,54,0.04535890032318357
1,55,-0.0684340142955796
1,56,-0.11303667341717483
1,57,-0.16623649163834625
1,58,0.12602068409672032
1,59,-0.014339299787731408
1,60,-0.1777594302003106
1,61,0.07782400307929427
1,62,0.08058371184273116
1,63,0.09094387886461822
1,64,-0.011927241460735094
1,65,0.07717912505708746
1,66,0.04700897497971024
1,67,-0.04653109114424164
1,68,-0.07884881711389691
1,69,0.04008674769922929
1,70,0.12465753271954055
1,71,0.04718555321330398
1,72,-0.10191156319790262
1,73,-0.1707964724536578
1,74,-0.013043665400626514
1,75,-0.013507944234530722
1,76,0.0628525877695914
1,77,0.03277925476220098
1,78,0.15930415666942177
1,79,-0.018474624896591837
1,80,-0.13640094228080013
1,81,0.05057435806804356
1,82,-0.08674078774532945
1,83,0.023343371742873598
1,84,-0.15239791733504493
1,85,0.048468302890344095
1,86,-0.01453201429733797
1,87,-0.0641153532714287
1,88,-0.02720626229538503
1,89,0.04125354487965338
1,90,-0.023655319495768323
1,91,0.12112934968102784
1,92,0.0012618690539979993
1,93,-0.0967338106300929
1,94,0.03226821833447531
1,95,-0.11360368947383859
1,96,-0.1013094278610076
1,97,-0.0013155174338269626
1,98,0.12896609238939855
1,99,0.06717959885230562
1,100,-0.07035190479551723
2,1,0.037305541922333596
2,2,0.09505105526167501
2,3,0.12493137500185403
2,4,0.024576459840543755
2,5,0.037770996548870506
2,6,0.07687031260576076
2,7,0.21819104611267975
2,8,-0.08643065667061678
2,9,-0.08265740162584737
2,10,0.06805394876618753
2,11,0.06942098891697507
2,12,-0.028638452346339383
2,13,0.004744255688077403
2,14,0.04187226384683429
2,15,-0.05621179291535383
2,16,-0.07497249328271427
2,17,-0.05137445006603791
2,18,-0.013954118000575555
2,19,0.016031043525606525
2,20,0.0537595525329394
2,21,0.14483626205211872
2,22,0.02970764375832497
2,23,-0.08787909247886416
2,24,0.025084982516812182
2,25,-0.019355063716273047
2,26,-0.07053212154838007
2,27,-0.07706688504457282
2,28,-0.010630654779213766
2,29,-0.09770981082252528
2,30,0.08036911118558121
2,31,-0.13597203020068183
2,32,-0.1724718743966145
2,33,0.12478432081519808
2,34,-0.18477154421210606
2,35,0.010232345774680102
2,36,-0.026265404970054695
2,37,0.06581069143281004
2,38,0.1588543568790292
2,39,-0.033677264790217376
2,40,0.02876049143345516
2,41,-0.061787416245278115
2,42,-0.1913982314188337
2,43,0.014242319316871921
2,44,0.04123297778391444
2,45,-0.10647174127027131
2,46,-0.2229692259540137
2,47,-0.05950803447028405
2,48,0.05692200367284568
2,49,0.09167819857817061
